48133	6
47111	1006
48139	819
51212	797
50189	490
56334	12
48143	75
50192	-1
46096	396
51220	202
48149	4
48150	39
48151	133
46105	809
18462	26
37929	492
49196	160
43053	226
45101	24
56365	76
55343	348
48176	1082
51249	203
51251	86
50228	201
50230	113
42039	318
36923	577
31804	14
51264	10
49217	474
48196	12
48197	4
52293	104
49227	167
49234	15
42071	203
42072	25
48217	116
37984	503
50273	482
54370	133
41059	1518
48230	338
52326	245
52328	59
48233	7
53353	104
51306	79
43117	7
54382	5
51310	185
47216	540
41074	117
54387	10
53366	172
56438	288
58489	227
56446	-1
41089	226
56449	1064
58497	11
47237	510
43142	398
50310	5
42119	1558
48266	7
49290	14
48267	610
50316	167
58508	699
12428	16
43150	133
57490	1
51348	218
50325	302
53398	30
56472	786
45212	859
52384	1192
46243	44
57509	910
58535	518
48296	240
46252	328
39088	107
58545	21
58547	13
28852	451
52405	25
56501	119
46261	20
53430	282
43191	1084
46264	73
51386	7
49340	130
44223	96
49345	303
51395	184
58568	164
57544	98
54475	115
41166	126
53454	351
43216	240
58582	11
47320	279
45272	-1
48345	601
50394	943
45279	20
49376	342
38113	13
54497	1467
47331	115
43236	212
45285	882
48358	42
53481	146
58603	965
51436	560
29936	111
51447	13
52474	32
53498	63
56573	725
51453	9
47364	90
52488	937
51467	16
48399	11
52500	13
43285	333
46357	37
55576	91
50459	59
10526	248
56606	39
55582	128
49442	15
58660	210
48421	236
48424	6
53545	36
46381	443
53565	195
50496	34
52547	107
46403	1821
48454	148
54599	1055
50503	112
54602	23
51532	30
58701	89
56653	49
53584	610
56657	51
27988	1219
43356	363
47453	18
49503	205
57700	94
51557	80
47462	293
43366	463
52586	16
45419	45
41327	504
48498	253
45427	254
50547	239
49525	345
47478	219
50550	259
53624	16
42361	252
49530	29
50554	-1
50556	675
46462	722
49536	162
55681	8
45441	149
48517	94
46471	259
49543	430
56712	45
47499	443
48523	11
45453	709
47502	70
49550	32
58768	115
56724	173
50582	38
53654	42
47515	26
47518	272
51615	107
56736	1381
49570	10
13731	85
50600	991
50601	59
56746	185
43435	913
50606	64
40380	150
49598	23
55749	19
50631	414
56777	25
59849	207
59850	-1
42444	448
49613	459
43470	433
44494	1183
37326	2
38352	244
47569	86
50642	13
58836	687
50646	570
49625	139
53725	17
56797	6
46564	468
48613	744
53735	1028
51688	143
48616	182
53737	78
52719	1449
48627	200
52724	38
48629	317
55798	49
55799	611
50683	563
55804	1
59908	1358
50700	22
56848	10
43538	257
44562	280
54802	97
59923	984
48660	80
48661	498
50709	292
51736	22
23066	1101
51741	218
53792	605
53793	34
55842	28
42530	90
48678	606
53800	109
50737	139
45618	230
50747	165
45628	222
49730	548
58946	114
56900	397
56902	382
46666	262
57931	51
56907	47
33356	1285
35410	352
50771	214
42579	315
49749	196
56917	89
49750	41
57943	903
44633	-1
48729	66
49757	106
34399	165
43617	230
43622	83
53863	30
60008	494
57969	73
56953	558
57977	516
52858	2
47744	188
37509	52
59014	193
59015	99
55943	88
41608	800
60041	51
37515	94
60043	1299
39572	486
51860	51
55956	93
56982	113
48790	67
42648	842
55960	92
38553	171
54939	19
48795	34
51872	19
59043	135
21157	153
39592	154
38570	7
54955	41
59054	1456
51887	39
47799	194
43706	480
55996	246
53952	4
51905	68
41666	322
49860	391
48837	1437
42693	149
53960	61
48843	178
47826	768
47827	4
42707	390
49876	98
45785	104
56025	119
56027	6
47836	179
48861	291
49890	22
46819	685
48870	198
50929	211
49905	1157
59123	46
49909	1493
47866	77
41722	606
42747	185
54012	21
48895	42
59138	122
54022	15
58119	283
47881	754
59145	268
59151	46
49937	14
46866	3
56082	213
39704	307
45851	386
54045	266
39724	844
59189	123
58166	-1
47930	1011
43840	197
49985	581
58178	305
58179	20
40771	-1
46915	796
49987	109
59206	1172
49991	13
54087	499
53067	69
48973	384
49998	752
54096	5
59217	424
45906	125
59219	27
55125	1
39769	630
43868	290
50018	106
54115	640
46950	48
56172	258
56179	115
47987	1396
43893	287
46967	12
58232	127
55160	33
47997	241
56190	186
48004	379
59269	749
50054	9
49030	180
55177	212
46985	89
41869	265
52113	96
53138	4
49045	80
46998	1409
56217	93
45977	284
52121	396
55198	10
52135	23
51119	683
57265	316
48050	256
51124	530
59317	168
50105	709
44986	215
50107	232
46011	482
50108	563
52156	39
49086	87
44994	230
39875	70
49092	252
40901	124
47046	196
49095	240
49099	73
49103	76
49104	386
49105	42
49106	392
51155	235
50138	483
49116	51
49118	124
40929	1375
46051	1675
49132	119
48113	705
55282	62
49141	-1
58357	22
49142	12
49143	44
49144	298
49151	321
