258560	283
267264	3
182277	83
153093	44
169480	893
296457	26
220179	57
405015	6
173072	221
155158	184
66069	234
215579	587
177177	10
383001	62
441883	111
119843	17
222753	13
202272	82
206887	1054
331811	42
138795	194
153640	278
231977	14
230447	63
226349	91
35888	171
163384	17
151609	320
251970	73
269381	41
229441	57
329287	9
118850	271
227904	33
144967	68
198724	27
230987	359
322637	4
233034	136
490062	-1
166984	410
151112	8
222793	68
267848	201
171601	1885
164438	663
201306	21
174168	8
321624	5
418392	1101
140381	235
203356	22
406119	2
185955	256
149604	215
293474	371
406112	1
153195	103
120938	47
218223	69
201325	70
183405	235
277611	14
154739	746
322672	56
216703	323
45695	667
96385	10
96384	7
172675	17
263299	33
396429	6
263306	11
175756	488
166546	146
209554	860
173712	4
195729	16
209046	98
138903	16
155796	49
130199	268
312466	16
90264	275
224409	13
201369	649
172703	212
273049	61
94366	521
221852	57
268966	3
209056	83
134311	17
489122	-1
198309	8
128683	12
312495	61
149676	8
65204	7
116919	562
205493	66
89782	14
224447	146
215743	18
228031	335
484548	114
243911	32
248519	135
180420	57
475855	7
148171	551
179401	22
221390	131
229070	36
113870	12
228044	294
158418	43
274646	644
229584	115
160475	362
289502	40
203993	85
172767	23
173791	83
257246	84
233699	77
158945	670
310496	50
154853	12
430305	14
314595	2
300771	390
171758	7
272107	15
181997	626
298742	154
226037	46
217333	59
118008	1320
496382	70
218878	17
191231	942
482554	1111
185597	189
61184	70
206081	27
247553	36
191232	395
139526	13
213255	108
272641	19
184068	12
400129	17
272654	483
188168	961
231688	47
177420	1
122638	12
481559	96
212755	268
215314	23
206610	521
225047	1320
213268	187
121622	14
129817	285
166680	101
461083	8
354586	17
139037	524
132893	10
272164	22
319268	136
150305	22
183073	157
125221	35
208164	177
135976	6
165672	261
469803	999
159020	15
266548	103
198961	566
198965	33
95542	13
63287	8
149816	102
171838	441
383802	612
131394	28
181058	49
232771	1002
307524	2154
230209	258
474948	3808
184646	16
97605	184
417603	85
184644	127
274765	7
252751	91
326472	9
186701	163
173393	42
226640	401
172374	47
256343	2338
302928	24
344914	6
260953	13
163161	368
483163	24
187228	103
147298	249
185696	14
50018	396
488805	-1
218983	210
117094	91
221547	91
367980	294
130411	381
230248	77
247663	250
113004	90
370536	250
138093	255
216946	784
203126	141
409969	46
227706	22
482171	637
154493	38
225148	79
173447	30
185225	28
234376	7
138127	118
149900	239
484244	1289
258969	37
108954	1073
248216	13
229791	21
183708	16
228765	42
344996	93
220069	1059
204719	134
304041	234
264106	60
206765	21
241074	112
108466	44
79794	10
381875	54
163258	126
171962	1
256954	18
145854	3
155070	8
380857	1218
217022	67
170941	24
486328	243
171462	36
307149	8
109003	11
151502	39
443338	620
226254	44
151501	221
183250	227
213457	13
201681	112
221655	2
319965	55
223194	78
199129	25
383448	296
477658	3
183260	79
207836	60
479192	130
146912	265
168417	15
154593	34
137700	16
226788	1048
98790	317
170474	807
265198	173
136172	7
231409	1182
465909	9
164337	86
152054	244
342512	550
241145	109
264696	18
206335	237
68606	40
