@relation ACERQDMODEL

@attribute bugid string
@attribute avgIDF numeric
@attribute maxIDF numeric
@attribute stdIDF numeric
@attribute avgICTF numeric
@attribute maxICTF numeric
@attribute stdICTF numeric
@attribute avgEntropy numeric
@attribute maxEntropy numeric
@attribute medianEntropy numeric
@attribute stdEntropy numeric
@attribute QS numeric
@attribute SCS numeric
@attribute sumSCQ numeric
@attribute avgSCQ numeric
@attribute maxSCQ numeric
@attribute avgVAR numeric
@attribute sumVAR numeric
@attribute maxVAR numeric
@attribute avgPMI numeric
@attribute maxPMI numeric
@attribute classlabel {'2','1','0'}

@data
eclipse.jdt.core-74753-base-ns	0.33717608751104755	0.6393719059302077	0.19454546439148998	0.005323869333771369	0.025	0.011016951390442151	-0.2688040815301281	0.0	-0.3077952234742788	0.27179203942444713	0.13811780636425186	6765.7435131753355	13.232540055860676	2.6465080111721355	3.1245835655615375	24.742809760046427	123.71404880023213	85.34048309686048	1.382936270140821	13.82936270140821		2
eclipse.jdt.core-74753-mp	0.27198321978257134	0.6393719059302077	0.13586788109566533	0.001840093559372071	0.025	0.0064191677105680045	-0.04758573285617573	0.0	0.0	0.12694216197994665	0.03097494922139472	780.3925634832608	39.1921732882598	2.612811552550653	3.8592064423204695	2.55823771355811	38.37356570337165	36.12634447399181	0.13170821620388762	13.82936270140821		1
eclipse.jdt.core-74753-f	0.2836137268986684	0.6393719059302077	0.1373372888232835	0.0018631040055826966	0.025	0.006411775356547924	-0.04758573285617573	0.0	0.0	0.12694216197994665	0.03097494922139472	790.1400339428413	39.90256374548841	2.660170916365894	4.051624811321609	2.55823771355811	38.37356570337165	36.12634447399181	0.13170821620388762	13.82936270140821		0
eclipse.jdt.core-74753-mpf	0.2758359442279025	0.6393719059302077	0.13660722823370172	0.001850685234203278	0.025	0.006416097512575156	-0.0743764924371027	0.0	0.0	0.1553983463680352	0.04739336492890995	784.8793099196249	39.24758624829388	2.6165057498862585	3.8592064423204695	20.4770751960457	307.15612794068545	268.7825622373138	0.13170821620388762	13.82936270140821		1
eclipse.jdt.core-482309-base-ns	0.3896513112061718	0.7240741150819253	0.17486363502046443	0.009543324609140164	0.0625	0.023364407958654024	-0.3206725992132637	0.0	-0.43745154100341505	0.3063567754612547	0.21276235612728503	8662.830214059153	20.214760757968037	2.887822965424005	3.6309451057257283	26.130078586013397	182.9105501020938	136.38209625720435	3.0803300938404314	12.884438694452664		2
eclipse.jdt.core-482309-mp	0.30362790674687024	0.7240741150819253	0.1484332556565675	0.003982531055018216	0.0625	0.015090336442043573	-0.025732443588436175	0.0	0.0	0.10609758292037028	0.016756939742721733	1546.6105069656044	46.45475895456566	2.7326328796803327	4.434027558686058	1.0353516766164834	17.600978502480213	17.600978502480213	0.0	0.0		1
eclipse.jdt.core-482309-f	0.30744820793586436	0.7240741150819253	0.1415814143715329	0.003966685978741647	0.0625	0.015094514011811895	-0.025732443588436175	0.0	0.0	0.10609758292037028	0.016756939742721733	1491.093938532479	47.797261097194664	2.811603593952628	4.434027558686058	1.0353516766164834	17.600978502480213	17.600978502480213	0.0	0.0		0
eclipse.jdt.core-482309-mpf	0.30362790674687024	0.7240741150819253	0.1484332556565675	0.003982531055018216	0.0625	0.015090336442043573	-0.025732443588436175	0.0	0.0	0.10609758292037028	0.016756939742721733	1546.6105069656044	46.45475895456566	2.7326328796803327	4.434027558686058	1.0353516766164834	17.600978502480213	17.600978502480213	0.0	0.0		1
eclipse.jdt.core-419331-base-ns	0.2901390251948076	0.8147491651435326	0.20509002190711056	0.0059093064529000825	0.05263157894736842	0.01752098898173878	-0.07047672377542238	0.0	0.0	0.17500110480380757	0.05822613405551794	4174.60125471945	22.769479009687352	2.5299421121874834	3.213728365235465	16.845309911323668	151.60778920191302	134.24235735492252	0.0	0.0		2
eclipse.jdt.core-419331-mp	0.28068145751457746	0.8147491651435326	0.1626656832225109	0.002875251375370457	0.05263157894736842	0.012050257102902447	-0.027421697628442186	0.0	0.0	0.09560419899956801	0.023527420446851726	973.6107864308279	50.83903935781195	2.6757389135690497	4.867916059502264	10.18159104357479	193.45022982792102	167.51985648894612	0.0	0.0		1
